PILPROJ;Deb;PILPROJ_DEB_FR_1;Conversations;Quelle icône permet d'ajouter des participants à une conversation de groupe? ;Which icon can add participants to a group conversation? (To add a participant to a group conversation, which icon should I use?);Icône Activer la vidéo//Icône Ajouter des participants//Icône Détacher la fenêtre;Activate video icon//Add participants icon//Pop out chat icon;"Si je dois ajouter des nouvelles personnes à une conversation de groupe, j'utilise la fonctionnalité ""Ajouter des participants"" au lieu de créer une nouvelle conversation. ";"When I have to add new people to a group conversation, I use the ""Add Participants"" feature instead of creating a new conversation.";B;QCMUniqueImage
MNG;Deb;MNG_DEB_FR_4;Fichiers;Je suis manager d'une équipe de commerciaux et j'ai demandé à mes collègues de compléter le fichier Excel des congés d'été dans notre équipe Teams. Alex a indiqué qu'il prendrait les mois de juillet et août. Quelle est la bonne pratique pour l'interpeller sur ce qui semble être une erreur ?;I am a sales team manager and I asked my colleagues to complete the Excel file for summer holidays in our Teams. Alex indicated that he would take the months of July and August. What is the right practice to challenge him about what appears to be a mistake?;J'ajoute un commentaire en le @mentionnant sur la cellule concernée du fichier. //Je lui écris dans la conversation de groupe de l'équipe. //Je lui envoie un email avec une capture écran du fichier Excel.;"I add a comment with an @mention in the relevant cell.//I write him in the team group conversation.//I send him an email with a screenshot of the Excel file.
";"Si j'ai des questions sur une zone spécifique d'un fichier Word, Powerpoint ou Excel, j'utilise la fonctionnalité ""Commentaires"". Cela permettra à la personne concernée d'apporter rapidement la réponse à ma question. ";"If I have questions about a specific area of a Word, Powerpoint or Excel file, I use the ""Comments"" feature. This will allow the person concerned to quickly respond to my question. ";A;QCMUnique
MNG;Deb;MNG_DEB_FR_5;Applications;Je souhaite féliciter un membre de mon équipe de commerciaux, pour avoir remporté un contrat d'exclusivité avec l'un de nos clients, comment faire? ;I would like to congratulate a member of my sales team to have won an exclusive contract with one of our customers, how can i do ?;"Je le félicite par email avec tous les autres membres de l'équipe en copie.//J'utilise la fonctionnalité ""Praise/ Féliciter"" dans notre équipe Teams ainsi les autres membres de l'équipe pourront réagir directement à ma publication. ";"I congratulate him by email with all the other members in copy.//I use the ""Praise/ Congratulate"" feature in  Teams so other team members will be able to react directly to my publication.";J'évite au maximum les chaînes de mail pour des félicitations ou des remerciements ! En revanche, je n'hésite pas utiliser les badges colorés de Teams pour féliciter mes collaborateurs pour leurs succès, pour remercier mes collègues de leurs efforts, conseils, etc …;I avoid the e-mail chains as much as possible for congratulations or thanks! However, I do not hesitate to use the colorful badges of Teams to congratulate my team for their successes, to thank my colleagues for their efforts, advice, etc ... ;B;QCMUnique
MNG;Deb;MNG_DEB_FR_6;Applications;Je fais partie d'une équipe de 20 personnes et j'ai repéré une formation en ligne intéressante pour mes collègues. Comment la mettre en évidence dans Teams ? ;I am part of a team of 20 people and I have identified an interesting online training for my colleagues. How do I highlight it in Teams? ;"J'épingle le site web de la formation à notre canal ""Veille et formation"".//Je publie ensuite un message avec un titre, des informations complémentaires et je mentionne le canal, afin de bien informer mes collègues.//Je poste le lien de la formation, sans titre, sans plus d'information, sans @mentionner le canal.";"I pin the training website to our ""Training"" channel.//Then I publish a message with a title, additional information and I mention the channel in order to inform my colleagues.//I post the link to the training, without title, without more information, without @mention the channel.";J'utilise les canaux à bon escient pour structurer la communication au sein de mon équipe. ;I use the right channels to appropriately structure the communication within my team.;A//B;QCMMultiple
MNG;Deb;MNG_DEB_FR_7;Statut/Raccourcis;Vrai ou faux? Dans Teams, je peux personnaliser mon statut pour indiquer ma localisation géographique, mes plages horaires de disponibilité ou mon humeur !;True or false? In Teams, I can customize my status to indicate my geographical location, my time slots availability or my mood!;Vrai//Faux;True//False;Je peux personnaliser Teams chaque jour !;I can customize Teams every day!;A;QCMUnique
MNG;Deb;MNG_DEB_FR_8;Statut/Raccourcis;Je suis responsable d'une équipe de 30 personnes et je pars en vacances ce soir. Je publie un message dans l'équipe Teams pour indiquer qui contacter pendant mon absence et pour demander si certains collaborateurs ont besoin de revoir des points avec moi avant mon départ. Ai-je bien fait? ;I am in charge of a team of 30 people and I am going on vacation tonight. I post a message in Teams to indicate my team who to contact during my absence and to ask if some employees need to review points with me before I leave. Did I do the right thing? ;Oui//Non ;Yes//No;Mon équipe a ainsi conscience que je suis disponible pour les urgences jusqu'à mon départ. Ils sauront également qui contacter prioritairement pendant mon absence.;My team is aware that I am available for emergencies until I leave. They will also know who to contact first during my absence.;A;QCMUnique
MNG;Deb;MNG_DEB_FR_9;Appels;Lors d'une réunion, tous les participants activent leurs caméras. Alex coordonne la réunion, quel est le bon parcours pour le voir en grand dans la fenêtre de la vidéo?;During a meeting, all participants can activate their cameras. Alex is coordinating the meeting, what is the right way for Alex to view the large screen? ;"Je clique sur ""Epingler"".//Je fais un clic droit sur la vidéo d'Alex.//Tout d'abord, je rejoins la réunion. ";"I click on ""Pin"".//I right click on Alex video.//First, I join the meeting.";Je peux ainsi décider quel flux je veux regarder en grand : le document qui est présenté ou l'un des participants à la réunion. ;I can then decide which stream I want to enlarge: shared document or one of the meeting participants.;C//B//A;BonParcours
MNG;Deb;MNG_DEB_FR_10;Appels;Je veux autoriser mon assistante à passer et recevoir des appels Teams en mon nom. Je peux le faire grâce à la fonctionnalité:;I would like to let my assistant make and receive Teams calls on my behalf. Here's how to proceed : ;Transférer mes appels//Déléguer des appels//Gérer mes sonneries d'appels;Forward calls//Delegate calls//Manage ring options;Lorsque je suis en déplacement et que je ne veux pas être dérangé.e sans pour autant rater les appels importants, j'ajoute mon assistante ou une personne de mon équipe en tant que délégué.e, pour qu'elle puisse passer et recevoir des appels en mon nom. ;When travelling or when I don't want to be disturbed - without missing important calls, I delegate my calls to my assistant or someone in my team, so that he/she can make and receive calls on my behalf.;B;QCMUnique
MNG;Deb;MNG_DEB_FR_11;Calendrier;Quel est le bon parcours pour voir qui a accepté ou refusé ma réunion Teams, sans repasser par Outlook?;What is the right course to see who accepted or declined my meeting Teams, without switching to Outlook?;"Dans l'onglet ""Détails"",  la liste des personnes ayant accepté ou refusé l'invitation est présente à droite.//Je sélectionne ensuite la réunion concernée.//Je commence par cliquer sur ""Calendrier"" dans Teams.";"In the ""Details"" tab,  I can see the list of people who accepted or declined the invitation on the right hand side.//I then select the relevant meeting.//I first click on ""Calendar"" in Teams.";Je peux visualiser de très nombreuses informations de ma réunion, sans quitter l'application Teams. ;I can access a lot of information from my Teams meeting within Teams, without switching to Outlook.;C//B//A;BonParcours
MNG;Deb;MNG_DEB_FR_12;Calendrier;Vrai ou faux? Dans mon calendrier Teams, je peux ajouter des catégories de couleurs personnalisées, comme dans Outlook. ;True or false? In Teams calendar, I can add categories of custom colors, as I can do in Outlook.;Vrai//Faux;True//False;;#VALUE!;B;QCMUnique
MNG;Deb;MNG_DEB_FR_13;Équipe/Discussions;"Mon Manager a posté une publication importante sur les congés d'été dans le canal ""RH"" de notre équipe. Je souhaite suivre spécifiquement cette publication et les réponses apportées par mes collègues. Comment faire? ";My manager posted important information about summer holidays in the team HR channel.. I want to specifically track this information and my colleagues reactions.  What can I do?;"J'active les notifications de l'équipe.//J'active les notifications du canal ""RH"".//J'active les notifications sur le message important sur les congés d'été.";I enable this specific team notifications.//I enable HR channel notifications.//I enable notifications on important message about summer holidays.;Je peux activer ou désactiver les notifications de Teams à une maille très fine, par exemple par publication. ;I can enable or disable TEAMS notifications to a very fine level,  for example by publication.;C;QCMUnique
MNG;Deb;MNG_DEB_FR_14;Équipe/Discussions;Deux nouvelles personnes viennent d'arriver dans mon équipe. Je souhaite les ajouter dans une équipe Teams, comment faire? ;Two new people just joined my team. I want to add them to our TEAMS Teams, what to do?;"C'est impossible.//Je clique sur les trois points ""…"" à côté du nom de l'équipe et je clique sur ""Ajouter un membre"".//Je clique sur les trois points ""…"" à côté du nom de l'équipe et je clique sur ""Quitter l'équipe"".";"This is not possible.//By clicking on the three dots ""..."" next to the team name,  clicking ""Add Member"".//By clicking on the three dots ""..."" next to the name of the team, clicking ""Quit the team.""";Si je constate qu'il manque une personne importante à une équipe, je peux soumettre une demande d'ajout si je ne suis pas Propriétaire d'une équipe, et il ou elle validera par la suite. Si j'ai créé l'équipe, j'ajoute moi-même la personne. ;When someone important is missing to a team, I can submit a request to add that person even if I am not owner of a team, he/she will validate later. If I'm owner of the team, I can then add the person.;B;QCMUnique
MNG;Inter;MNG_INT_FR_1;Conversations;Vrai ou faux? Je peux supprimer l'historique d'une conversation.;True or false? I can delete conversation history.;Vrai//Faux;True//False;"Je ne peux pas supprimer l'historique d'une conversation, je peux éventuellement modifier les messages que j'avais postés dans cette conversation.Si je ne souhaite plus visualiser cette conversation, je peux la masquer en positionnant ma souris sur la conversation, puis en cliquant sur Plus d'options ""..."" et sur ""Masquer"".";"I can not delete a conversation history, I can amend messages I personally posted in this conversation. If I want to hide this conversation, I can do it by moving my mouse over the conversation and by clicking on More options ""..."" and ""Hide"".";B;QCMUnique
