9075;THEMATIQUE          ;7;en;Files;;
2971;MEDAILLE            ;13;en;Film-lover of the stars;Launch 5 videos via the differents quizz;
2972;MEDAILLE            ;14;en;Never twice without thrice;Answer the 3rd question correctly 15 times in a module;
2973;MEDAILLE            ;15;en;Interstellar Intendant;Answer correctly 5 questions of the «Teamwork & collaboration» module;
2974;MEDAILLE            ;16;en;Collaboration Master;Answer correctly 30 questions of the «Teamwork & collaboration» module;
2975;MEDAILLE            ;17;en;Are you the Fastest Player ?;Answer correctly 5 questions of the «Project Management» module;
2976;MEDAILLE            ;18;en;Project Management Master;Answer correctly 30 questions of the «Project Management» module;
2977;MEDAILLE            ;19;en;Space-time avenger;Answer correctly 5 questions of the «Effective communication» module;
2978;MEDAILLE            ;20;en;Communication Master;Answer correctly 30 questions of the «Effective communication» module;
2979;MEDAILLE            ;21;en;Gravitational concentration;Answer correctly 5 questions of the «Efficient meetings» module;
2980;MEDAILLE            ;22;en;Meeting Master;Answer correctly 30 questions of the «Efficient meetings» module;
2981;MEDAILLE            ;23;en;Pegasus Meteor;Answer correctly 5 questions of the «Mobile work» module;
2982;MEDAILLE            ;24;en;Mobile Work Master;Answer correctly 30 questions of the «Mobile work» module;
2983;MEDAILLE            ;25;en;The Infinity Collector;Obtain all common and legendary badges;
2984;NIVEAU              ;3;fr;Avancé;;
2985;NIVEAU              ;2;fr;Intermédiaire;;
2986;NIVEAU              ;1;fr;Débutant;;
2987;NIVEAU              ;1;en;Beginner;;
2988;NIVEAU              ;2;en;Intermediate;;
2989;NIVEAU              ;3;en;Advanced;;
2990;MODULE              ;5;fr;Mieux travailler en mobilité;;
2991;MODULE              ;3;fr;Optimiser les réunions;;
2992;MODULE              ;2;fr;Animer et piloter des projets;;
2993;MODULE              ;1;fr;Communiquer efficacement;;
2994;MODULE              ;4;fr;Mieux collaborer en équipe;;
2995;MODULE              ;1;en;Effective communication;;
2996;MODULE              ;2;en;Project Management;;
2997;MODULE              ;3;en;Efficient meetings;;
2998;MODULE              ;4;en;Teamwork & collaboration;;
2999;MODULE              ;5;en;Mobile work;;
3000;PAGE                ;3;fr;Planning;;
3001;PAGE                ;7;fr;Règles;;
3002;PAGE                ;5;fr;Outillage;;
3003;PAGE                ;4;fr;Classements;;
3004;PAGE                ;1;fr;Cockpit;;
3005;PAGE                ;2;fr;Jouer;;
3006;PAGE                ;6;fr;Mon Profil;;
3007;PAGE                ;1;en;Cockpit;;
3008;PAGE                ;2;en;Play;;
3009;PAGE                ;3;en;Schedule;;
3010;PAGE                ;4;en;Leaderboards;;
3011;PAGE                ;5;en;Tools;;
3012;PAGE                ;6;en;My profile;;
3013;PAGE                ;7;en;Rules;;
3014;AGENDA              ;17;fr;Activer la mission « Amerrissage »;;
3015;AGENDA              ;3;fr;Notification Réseaux sociaux;;
3016;AGENDA              ;18;fr;Communication : Envoi d'un email de fin de programme (saison);;
3017;AGENDA              ;10;fr;Notification Réseaux sociaux;;
3018;AGENDA              ;7;fr;Activer la mission « Stabilisation »;;
3019;AGENDA              ;14;fr;Communication : Envoi d'un email rappel mission en cours;;
3020;AGENDA              ;12;fr;Activer la mission « Progression »;;
3021;AGENDA              ;24;fr;Notification Réseaux sociaux;;
3022;AGENDA              ;6;fr;Notification Réseaux sociaux;;
3023;AGENDA              ;15;fr;Notification Réseaux sociaux;;
3024;AGENDA              ;5;fr;Notification Réseaux sociaux;;
3025;AGENDA              ;1;fr;Activer la mission « Lancement »;;
3026;AGENDA              ;13;fr;Notification Réseaux sociaux;;
3027;AGENDA              ;8;fr;Notification Réseaux sociaux;;
3028;AGENDA              ;23;fr;Communication : Envoi d'un email d’annonce des classements finaux de la saison et annonces des gagnants;;
3029;AGENDA              ;9;fr;Communication : Envoi d'un email rappel mission en cours;;
3030;AGENDA              ;19;fr;Notification Réseaux sociaux;;
3031;AGENDA              ;2;fr;Communication : Envoi d'un email de lancement;;
3032;AGENDA              ;16;fr;Notification Réseaux sociaux;;
3033;AGENDA              ;4;fr;Communication : Envoi d'un email rappel mission en cours;;
3034;AGENDA              ;11;fr;Notification Réseaux sociaux;;
3035;AGENDA              ;21;fr;Notification Réseaux sociaux;;
3036;AGENDA              ;20;fr;Communication : Envoi d'un email rappel mission en cours;;
3037;AGENDA              ;22;fr;Notification Réseaux sociaux;;
3038;AGENDA              ;1;en;"Activate the mission :'"Launch'"";Explorers interfaces;
3039;AGENDA              ;2;en;"Communication: Send the '"Launch'" emailing";Organization emailing;
3040;AGENDA              ;3;en;Social network notification;Week 1 mission in progress;
3041;AGENDA              ;4;en;"Communication: Send the '"Mission in progress'" emailing";Organization emailing;
3042;AGENDA              ;5;en;Social network notification;Week 1 mission in progress;
3043;AGENDA              ;6;en;Social network notification;Week 1 mission in progress;
3044;AGENDA              ;7;en;"Activate the mission :'"Stabilization'"";Explorers interfaces;
3045;AGENDA              ;8;en;Social network notification;Week 2 mission in progress;
3046;AGENDA              ;9;en;"Communication: Send the '"Mission in progress'" emailing";Organization emailing;
3047;AGENDA              ;10;en;Social network notification;Week 2 mission in progress;
3048;AGENDA              ;11;en;Social network notification;Week 2 mission in progress;
3049;AGENDA              ;12;en;"Activate the mission :'"Progress'"";Explorers interfaces;
3050;AGENDA              ;13;en;Social network notification;Week 3 mission in progress;
3051;AGENDA              ;14;en;"Communication: Send the '"Mission in progress'" emailing";Organization emailing;
3052;AGENDA              ;15;en;Social network notification;Week 3 mission in progress;
3053;AGENDA              ;16;en;Social network notification;Week 3 mission in progress;
3054;AGENDA              ;17;en;"Activate the mission :'"Landing'"";Explorers interfaces;
3055;AGENDA              ;18;en;"Communication: Send the '"End of season'" emailing";Organization emailing;
3056;AGENDA              ;19;en;Social network notification;Week 4 mission in progress;
3057;AGENDA              ;20;en;"Communication: Send the '"Mission in progress'" emailing";Organization emailing;
3058;AGENDA              ;21;en;Social network notification;Week 4 mission in progress and end of season;
3059;AGENDA              ;22;en;Social network notification;Week 4 mission in progress and end of season;
3060;AGENDA              ;23;en;"Communication: Send the '"Big_announcement'" emailing";Organization emailing;
3061;AGENDA              ;24;en;Social network notification;"Program completed. Invitation to check the emailing '"Big announcement'" with the results and the winners";
10160;QUESTION            ;111;en;I'd like to work on a document at the same time as one of my colleagues. How can we make sure we have the same version?  ;When working on the same document with another person, I prefer file sharing, rather than sending successive versions by email.;
10161;QUESTION            ;142;en;My manager posted important information about summer holidays in the team HR channel.. I want to specifically track this information and my colleagues reactions.  What can I do?;I can enable or disable TEAMS notifications to a very fine level,  for example by publication.;
10162;QUESTION            ;306;en;Which icon can disable all the microphones of attendees joining a meeting?;If necessary, I can turn off the microphone of the attendees who join my meeting.;
10163;QUESTION            ;327;en;I have two meetings scheduled simultaneously in my calendar. How do I decide which call I should attend ?;"When I schedule a meeting, I always specify whether the presence of participants is mandatory or optional and always include a detailed agenda.
This helps me prioritize should I happen to have 2 to 3 meetings at the same time.";
10164;QUESTION            ;209;en;Working from a factory, I called our technical expert for an emergency as a machine broke down. The site is large and the technician is lost, he can't find the machine : what is the best way to share my position with him?;When going to a place I do not know or if I need special help, I can share my location via the Teams application Chat tab. It makes it easier for people to meet up! ;
10165;QUESTION            ;26;en;What is the right course to see who accepted or declined my meeting Teams, without switching to Outlook?;I can access a lot of information from my Teams meeting within Teams, without switching to Outlook.;
10166;QUESTION            ;185;en;I've started an ad-hoc meeting from a group conversation. During the call, I can:;When I create a quick meeting from a group conversation, I don't have access to the advanced features of meetings. If I want to record the meeting, use the Raise hand function, have shared notes... I have to create the meeting from my Calendar.;
10167;QUESTION            ;12;en;Which feature notifies me when my colleague becomes available?;I do not bother my colleague when their status is Do Not Disturb or In a call. Instead, I select the action Notify when available and I contact him or her at the right time.;
10168;QUESTION            ;119;en;New members are joining my team project. How can I make using the team intuitive for them?;When it comes to welcome a new member into my project team I can set up an FAQ, a list of tasks for the new member, a set of links, etc ... and all of it embedded in a OneNote tab.;
10169;QUESTION            ;287;en;In a team, to draw attention to my publication I can:;By default, channel notifications are disabled. It is important to @mention the members of my team but I also need to make my publication appealing to attract the eye of my colleagues. To format a publication, I click on the format icon (A) to access all the options.;
13652;REPONSE             ;802;fr;Il change sa photo de profil.;;
10170;QUESTION            ;21;en;What is the best way to share the same information in different teams ?;I save time by publishing the same information in multiple Teams channels;
10171;QUESTION            ;7;en;I am a sales team manager and I asked my colleagues to complete the Excel file for summer holidays in our Teams. Alex indicated that he would take the months of July and August. What is the right practice to challenge him about what appears to be a mistake?;If I have questions about a specific area of a Word, Powerpoint or Excel file, I use the Comments feature. This will allow the person concerned to quickly respond to my question. ;
10172;QUESTION            ;333;en;Whitch features are available to format my message?;I create format my messages to make it easier to read and I can use Gifs and emojis to add some fun.;
10173;QUESTION            ;264;en;True or false? In Teams, I can customize my status to indicate my geographical location, my time slots availability or my mood!;I can customize Teams every day!;
